_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
228249,GO-20201172653,6/25/2020,6/24/2020,2020,June,25,177,Thursday  ,21,2020,June,24,176,Wednesday ,7,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26310554,43.75376257
201271,GO-20191892494,10/1/2019,10/1/2019,2019,October,1,274,Tuesday   ,17,2019,October,1,274,Tuesday   ,17,D11,Pharmacy,Other,1610,210,Robbery - Business,Robbery,86,Roncesvalles (86),86,Roncesvalles (86),-79.45183232,43.65387641
366429,GO-20232633475,11/14/2023,11/14/2023,2023,November,14,318,Tuesday   ,7,2023,November,14,318,Tuesday   ,0,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25189184,43.78844437
374690,GO-2024103024,1/14/2024,1/14/2024,2024,January,14,14,Sunday    ,18,2024,January,14,14,Sunday    ,18,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,63,The Beaches (63),63,The Beaches (63),-79.30816044,43.67151921
415125,GO-20242511653,11/18/2024,11/18/2024,2024,November,18,323,Monday    ,14,2024,November,18,323,Monday    ,14,D52,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,78,Kensington-Chinatown (78),78,Kensington-Chinatown (78),-79.39695024,43.6552865
83462,GO-20161262310,7/18/2016,7/18/2016,2016,July,18,200,Monday    ,18,2016,July,18,200,Monday    ,18,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.27601388,43.70267501
95127,GO-20162053423,11/19/2016,11/18/2016,2016,November,19,324,Saturday  ,0,2016,November,18,323,Friday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,41,Bridle Path-Sunnybrook-York Mills (41),41,Bridle Path-Sunnybrook-York Mills (41),-79.38146477,43.7274352
277781,GO-20212236882,11/20/2021,11/20/2021,2021,November,20,324,Saturday  ,10,2021,November,20,324,Saturday  ,10,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.45434383,43.71235166
144585,GO-2018705855,4/20/2018,4/19/2018,2018,April,20,110,Friday    ,12,2018,April,19,109,Thursday  ,17,D13,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,107,Oakwood Village (107),107,Oakwood Village (107),-79.43838289,43.69823577
237363,GO-20201783278,9/20/2020,9/13/2020,2020,September,20,264,Sunday    ,6,2020,September,13,257,Sunday    ,19,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,164,Wellington Place (164),77,Waterfront Communities-The Island (77),-79.40319573,43.64518839
400216,GO-20241635491,7/27/2024,7/26/2024,2024,July,27,209,Saturday  ,8,2024,July,26,208,Friday    ,17,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21582626,43.761847
332073,GO-2023562662,3/13/2023,10/5/2022,2023,March,13,72,Monday    ,9,2022,October,5,278,Wednesday ,8,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights (154),26,Downsview-Roding-CFB (26),-79.52149554,43.72424954
294163,GO-2022801152,4/30/2022,3/18/2022,2022,April,30,120,Saturday  ,14,2022,March,18,77,Friday    ,20,D14,Unknown,Other,2130,210,Theft Over,Theft Over,85,South Parkdale (85),85,South Parkdale (85),-79.43326632,43.63774048
72153,GO-2016467038,3/18/2016,1/13/2016,2016,March,18,78,Friday    ,10,2016,January,13,13,Wednesday ,0,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.58265971,43.70395167
249348,GO-2021209374,2/2/2021,1/11/2020,2021,February,2,33,Tuesday   ,14,2020,January,11,11,Saturday  ,15,D51,Ttc Street Car,Transit,1430,100,Assault,Assault,73,Moss Park (73),73,Moss Park (73),-79.35615836,43.656871
129606,GO-20173008041,11/16/2017,11/16/2017,2017,November,16,320,Thursday  ,9,2017,November,16,320,Thursday  ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,21,Humber Summit (21),21,Humber Summit (21),-79.55115333,43.76655611
251443,GO-2021371785,2/27/2021,2/27/2021,2021,February,27,58,Saturday  ,16,2021,February,27,58,Saturday  ,16,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,66,Danforth (66),66,Danforth (66),-79.33864662,43.68370159
263468,GO-20211275798,7/7/2021,7/6/2021,2021,July,7,188,Wednesday ,14,2021,July,6,187,Tuesday   ,22,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25414244,43.77672437
81326,GO-20161120080,6/26/2016,6/24/2016,2016,June,26,178,Sunday    ,22,2016,June,24,176,Friday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,99,Mount Pleasant East (99),99,Mount Pleasant East (99),-79.37676058,43.70669575
313719,GO-20221987969,10/12/2022,10/12/2022,2022,October,12,285,Wednesday ,17,2022,October,12,285,Wednesday ,17,D23,Unknown,Other,1430,100,Assault,Assault,5,Elms-Old Rexdale (5),5,Elms-Old Rexdale (5),-79.54753395,43.72254448
49203,GO-20151199068,7/15/2015,7/14/2015,2015,July,15,196,Wednesday ,9,2015,July,14,195,Tuesday   ,12,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,85,South Parkdale (85),85,South Parkdale (85),-79.43479212,43.63397778
164869,GO-20182012975,11/1/2018,11/1/2018,2018,November,1,305,Thursday  ,4,2018,November,1,305,Thursday  ,4,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,120,Discharge Firearm With Intent,Assault,164,Wellington Place (164),77,Waterfront Communities-The Island (77),-79.40319573,43.64518839
8698,GO-20141910473,4/17/2014,4/17/2014,2014,April,17,107,Thursday  ,17,2014,April,17,107,Thursday  ,16,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,155,Downsview (155),26,Downsview-Roding-CFB (26),-79.48592739,43.74287371
36611,GO-2015310368,2/22/2015,2/22/2015,2015,February,22,53,Sunday    ,0,2015,February,22,53,Sunday    ,0,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,47,Don Valley Village (47),47,Don Valley Village (47),-79.35208884,43.78649103
118913,GO-20171386125,8/2/2017,8/2/2017,2017,August,2,214,Wednesday ,1,2017,August,2,214,Wednesday ,1,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.43224574,43.78617742
345313,GO-20231382169,6/16/2023,6/16/2023,2023,June,16,167,Friday    ,14,2023,June,16,167,Friday    ,14,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1460,100,Assault Peace Officer,Assault,80,Palmerston-Little Italy (80),80,Palmerston-Little Italy (80),-79.42849822,43.65897291
233575,GO-20201528765,8/15/2020,8/15/2020,2020,August,15,228,Saturday  ,3,2020,August,15,228,Saturday  ,3,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,140,Guildwood (140),140,Guildwood (140),-79.17458731,43.75697423
139037,GO-2018334896,2/22/2018,2/15/2018,2018,February,22,53,Thursday  ,12,2018,February,15,46,Thursday  ,13,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,136,West Hill (136),136,West Hill (136),-79.19642521,43.76615629
470,GO-20141295300,1/7/2014,1/7/2014,2014,January,7,7,Tuesday   ,0,2014,January,7,7,Tuesday   ,0,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.23771926,43.73783288
216148,GO-2020319285,2/14/2020,2/14/2020,2020,February,14,45,Friday    ,12,2020,February,14,45,Friday    ,11,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,142,Woburn North (142),137,Woburn (137),-79.23857501,43.75792569
29822,GO-20143389286,11/29/2014,11/28/2014,2014,November,29,333,Saturday  ,3,2014,November,28,332,Friday    ,23,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,62,East End-Danforth (62),62,East End-Danforth (62),-79.29789525,43.68905472
273171,GO-20211937804,10/8/2021,10/8/2021,2021,October,8,281,Friday    ,22,2021,October,8,281,Friday    ,22,D55,Ttc Bus Stop / Shelter / Loop,Outside,1610,200,Robbery - Mugging,Robbery,63,The Beaches (63),63,The Beaches (63),-79.31116593,43.6699731
317971,GO-20222236623,11/16/2022,11/10/2022,2022,November,16,320,Wednesday ,18,2022,November,10,314,Thursday  ,8,D53,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,97,Yonge-St.Clair (97),97,Yonge-St.Clair (97),-79.39937115,43.69469753
18070,GO-20142589717,7/28/2014,7/28/2014,2014,July,28,209,Monday    ,16,2014,July,28,209,Monday    ,16,D54,Ttc Subway Train,Transit,1430,100,Assault,Assault,61,Taylor-Massey (61),61,Taylor-Massey (61),-79.29163396,43.69610672
98400,GO-20162279457,12/25/2016,12/25/2016,2016,December,25,360,Sunday    ,2,2016,December,25,360,Sunday    ,2,D13,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.46484588,43.69450437
52485,GO-20151416276,8/17/2015,8/17/2015,2015,August,17,229,Monday    ,18,2015,August,17,229,Monday    ,18,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,78,Kensington-Chinatown (78),78,Kensington-Chinatown (78),-79.40398193,43.64719409
216015,GO-2020310619,2/13/2020,1/1/2018,2020,February,13,44,Thursday  ,10,2018,January,1,1,Monday    ,7,D31,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,24,Black Creek (24),24,Black Creek (24),-79.51616201,43.75983279
259353,GO-2021981614,5/27/2021,5/27/2021,2021,May,27,147,Thursday  ,8,2021,May,27,147,Thursday  ,8,D53,Ttc Subway Station,Transit,1430,100,Assault,Assault,98,Rosedale-Moore Park (98),98,Rosedale-Moore Park (98),-79.38419105,43.67080371
130363,GO-20173051838,11/23/2017,11/23/2017,2017,November,23,327,Thursday  ,6,2017,November,23,327,Thursday  ,6,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,172,Dovercourt Village (172),93,Dovercourt-Wallace Emerson-Junction (93),-79.42530603,43.66435461
347019,GO-20231497114,6/28/2023,6/28/2023,2023,June,28,179,Wednesday ,17,2023,June,28,179,Wednesday ,17,D32,Bar / Restaurant,Commercial,1430,100,Assault,Assault,33,Clanton Park (33),33,Clanton Park (33),-79.43646093,43.74724387
329831,GO-2023402221,2/20/2023,2/19/2023,2023,February,20,51,Monday    ,14,2023,February,19,50,Sunday    ,23,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.34976932,43.70495989
324989,GO-202387056,1/12/2023,1/10/2023,2023,January,12,12,Thursday  ,11,2023,January,10,10,Tuesday   ,10,D22,Convenience Stores,Commercial,1430,100,Assault,Assault,158,Islington (158),14,Islington-City Centre West (14),-79.5222894,43.64492261
203055,GO-20191999403,10/16/2019,10/16/2019,2019,October,16,289,Wednesday ,18,2019,October,16,289,Wednesday ,18,D22,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,110,Robbery - Financial Institute,Robbery,13,Etobicoke West Mall (13),13,Etobicoke West Mall (13),-79.57588329,43.64255432
327449,GO-2023253740,2/2/2023,2/2/2023,2023,February,2,33,Thursday  ,4,2023,February,2,33,Thursday  ,4,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,16,Stonegate-Queensway (16),16,Stonegate-Queensway (16),-79.511332,43.64730155
107038,GO-2017585521,4/3/2017,4/2/2017,2017,April,3,93,Monday    ,11,2017,April,2,92,Sunday    ,22,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,150,Robbery - Purse Snatch,Robbery,72,Regent Park (72),72,Regent Park (72),-79.35868536,43.6624291
154732,GO-20181371430,7/27/2018,7/27/2018,2018,July,27,208,Friday    ,8,2018,July,27,208,Friday    ,0,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.28826359,43.78328934
36683,GO-2015317259,2/23/2015,2/20/2015,2015,February,23,54,Monday    ,10,2015,February,20,51,Friday    ,12,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.28021746,43.67426835
337068,GO-2023866976,4/19/2023,4/19/2023,2023,April,19,109,Wednesday ,14,2023,April,19,109,Wednesday ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,152,East Willowdale (152),51,Willowdale East (51),-79.3987474,43.76859389
346550,GO-20231466232,6/25/2023,6/25/2023,2023,June,25,176,Sunday    ,13,2023,June,25,176,Sunday    ,13,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.61952341,43.75303232
193532,GO-20199023664,7/25/2019,7/20/2019,2019,July,25,206,Thursday  ,18,2019,July,20,201,Saturday  ,20,D14,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,80,Palmerston-Little Italy (80),80,Palmerston-Little Italy (80),-79.42268933,43.6543963
320926,GO-20222402909,12/9/2022,9/1/2022,2022,December,9,343,Friday    ,10,2022,September,1,244,Thursday  ,12,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39089096,43.69950764
213105,GO-2020135640,1/16/2020,1/16/2020,2020,January,16,16,Thursday  ,19,2020,January,16,16,Thursday  ,19,NSA,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,110,Robbery - Financial Institute,Robbery,NSA,NSA,NSA,NSA,,
296346,GO-2022940578,5/19/2022,5/19/2022,2022,May,19,139,Thursday  ,17,2022,May,19,139,Thursday  ,7,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights (27),27,York University Heights (27),-79.48815418,43.77316965
313878,GO-20221995834,10/13/2022,10/13/2022,2022,October,13,286,Thursday  ,18,2022,October,13,286,Thursday  ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,123,Cliffcrest (123),123,Cliffcrest (123),-79.24501022,43.7140785
322138,GO-20222478559,12/19/2022,12/19/2022,2022,December,19,353,Monday    ,16,2022,December,19,353,Monday    ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor (170),76,Bay Street Corridor (76),-79.38070695,43.65213469
179964,GO-2019557758,3/28/2019,3/21/2019,2019,March,28,87,Thursday  ,10,2019,March,21,80,Thursday  ,11,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,140,Guildwood (140),140,Guildwood (140),-79.20587158,43.7376897
272960,GO-20211908811,10/6/2021,10/4/2021,2021,October,6,279,Wednesday ,6,2021,October,4,277,Monday    ,21,D11,Ttc Bus,Transit,1420,100,Assault With Weapon,Assault,91,Weston-Pelham Park (91),91,Weston-Pelham Park (91),-79.45576542,43.67032293
304528,GO-20221444569,7/28/2022,7/28/2022,2022,July,28,209,Thursday  ,9,2022,July,28,209,Thursday  ,9,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22523617,43.75982961
168752,GO-20182237147,12/5/2018,10/12/2018,2018,December,5,339,Wednesday ,20,2018,October,12,285,Friday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),76,Bay Street Corridor (76),-79.37995625,43.65407279
228066,GO-20201159588,6/23/2020,12/31/2019,2020,June,23,175,Tuesday   ,21,2019,December,31,365,Tuesday   ,10,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.24009728,43.78886658
62313,GO-20152034592,11/27/2015,11/27/2015,2015,November,27,331,Friday    ,15,2015,November,27,331,Friday    ,12,D53,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,97,Yonge-St.Clair (97),97,Yonge-St.Clair (97),-79.39369356,43.68712084
411646,GO-20242314929,10/23/2024,10/22/2024,2024,October,23,297,Wednesday ,3,2024,October,22,296,Tuesday   ,10,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2120,200,B&E,Break and Enter,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.58729301,43.68951267
132604,GO-20173201475,12/15/2017,12/15/2017,2017,December,15,349,Friday    ,14,2017,December,15,349,Friday    ,14,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,121,Oakridge (121),121,Oakridge (121),-79.27952568,43.70324281
387874,GO-2024875541,4/24/2024,4/19/2024,2024,April,24,115,Wednesday ,10,2024,April,19,110,Friday    ,22,D53,Ttc Bus,Transit,1420,100,Assault With Weapon,Assault,55,Thorncliffe Park (55),55,Thorncliffe Park (55),-79.35276762,43.70186929
246263,GO-20202425596,12/26/2020,12/26/2020,2020,December,26,361,Saturday  ,11,2020,December,26,361,Saturday  ,11,D23,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,6,Kingsview Village-The Westway (6),6,Kingsview Village-The Westway (6),-79.53435946,43.70029657
165628,GO-20182063422,11/8/2018,11/8/2018,2018,November,8,312,Thursday  ,19,2018,November,8,312,Thursday  ,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,79,University (79),79,University (79),-79.39900524,43.6608978
407829,GO-20242090030,9/23/2024,9/23/2024,2024,September,23,267,Monday    ,18,2024,September,23,267,Monday    ,18,D12,Bar / Restaurant,Commercial,1430,100,Assault,Assault,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4643626,43.68254161
30135,GO-20143417452,12/3/2014,1/1/2012,2014,December,3,337,Wednesday ,17,2012,January,1,1,Sunday    ,9,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,125,Ionview (125),125,Ionview (125),-79.27334831,43.73377437
